8,( -9.5,  66.2),0.0,28.771845717958044
8,( -9.5,  66.5),0.0,25.962827791328255
8,( -9.5,  66.6),0.0,27.41843786602731
9,( -9.5,  66.8),0.0,29.5
9,( -9.5,  67.0),0.0,29.5
9,( -9.5,  67.2),0.0,29.075690516527786
9,( -9.5,  67.4),0.0,29.037388974314794
10,( -9.5,  67.6),0.0,27.95882411335266
10,( -9.5,  67.8),0.0,26.79567724151854
11,( -9.5,  68.0),0.0,26.415400509330194
11,( -9.5,  68.3),0.0,29.05653490468931
12,( -9.5,  68.6),0.0,27.255142630416668
13,( -9.5,  68.8),0.0,29.5
14,( -9.5,  69.1),0.0,29.5
15,( -9.5,  69.5),0.0,29.492214451226076
16,( -9.5,  69.8),0.0,29.5
16,( -9.5,  70.1),0.0,29.5
17,( -9.5,  70.5),0.0,29.5
17,( -9.4,  70.8),0.0,24.553035668643734
17,( -9.4,  71.3),0.0,29.5
16,( -9.4,  71.7),0.0,29.208876287056366
16,( -9.4,  71.9),0.0,29.5
16,( -9.4,  72.2),0.0,29.5
15,( -9.4,  72.6),0.0,29.5
15,( -9.4,  72.8),0.0,27.669431666163167
15,( -9.4,  73.2),0.0,29.5
15,( -9.4,  73.5),0.0,28.116039461106162
14,( -9.4,  73.9),0.0,28.14079771464786
14,( -9.4,  74.2),0.0,29.5
15,( -9.4,  74.5),0.0,29.5
15,( -9.4,  74.9),0.0,26.639338443067377
15,( -9.4,  75.2),0.0,29.5
15,( -9.4,  75.4),0.0,28.678746648894343
15,( -9.4,  75.9),0.0,28.79454356228656
15,( -9.4,  76.2),0.0,29.5
14,( -9.4,  76.6),0.0,28.55615391624371
14,( -9.4,  76.8),0.0,28.215350399157938
14,( -9.4,  77.1),0.0,29.5
13,( -9.4,  77.4),0.0,29.5
13,( -9.4,  77.7),0.0,28.26648225345756
13,( -9.4,  77.9),0.0,29.5
13,( -9.4,  78.2),0.0,29.5
13,( -9.4,  78.5),0.0,29.479705060802043
13,( -9.4,  78.8),0.0,29.5
13,( -9.3,  79.1),0.0,24.609511814316164
13,( -9.3,  79.4),0.0,26.043644520349297
13,( -9.3,  79.6),0.0,25.6864316938916
13,( -9.3,  79.9),0.0,29.5
14,( -9.3,  80.3),0.0,28.29936952677175
15,( -9.3,  80.6),0.0,29.5
15,( -9.3,  80.9),0.0,27.528107797758402
15,( -9.3,  81.1),0.0,29.5
16,( -9.3,  81.5),0.0,29.5
17,( -9.3,  81.8),0.0,29.5
18,( -9.3,  82.3),0.0,25.91564585174954
19,( -9.3,  82.7),0.0,29.5
20,( -9.3,  83.2),0.0,29.5
21,( -9.3,  83.6),0.0,29.5
22,( -9.3,  84.1),0.0,29.5
26,( -9.3,  86.0),0.0,29.5
27,( -9.3,  86.6),0.0,27.010882857351685
27,( -9.3,  87.1),0.0,28.220220309733538
28,( -9.2,  87.8),0.0,28.86910515113058
27,( -9.2,  88.4),0.0,28.52678446779807
27,( -9.2,  88.7),0.0,29.5
27,( -9.2,  89.6),0.0,29.5
26,( -9.2,  90.2),0.0,27.48899650866624
26,( -9.2,  90.8),0.0,26.432907400139133
26,( -9.2,  91.2),0.0,28.108823342983765
25,( -9.2,  91.9),0.0,29.5
25,( -9.2,  92.3),0.0,29.5
24,( -9.2,  93.0),0.0,29.5
23,( -9.2,  93.4),0.0,29.5
22,( -9.2,  93.9),0.0,29.5
21,( -9.2,  94.5),0.0,28.86746304426441
21,( -9.2,  94.8),0.0,27.35062909493196
20,( -9.2,  95.4),0.0,28.401534621574342
19,( -9.1,  95.8),0.0,29.5
19,( -9.1,  96.2),0.0,29.5
18,( -9.1,  96.6),0.0,27.739618609752505
17,( -9.1,  97.0),0.0,29.5
17,( -9.1,  97.3),0.0,29.5
16,( -9.1,  97.6),0.0,29.5
16,( -9.1,  98.0),0.0,29.0626044040005
16,( -9.1,  98.4),0.0,26.281448108110723
16,( -9.1,  98.6),0.0,28.14091795394115
16,( -9.1,  99.1),0.0,29.5
16,( -9.1,  99.4),0.0,27.274993594325146
16,( -9.1,  99.7),0.0,29.5
16,( -9.1,  100.0),0.0,29.5
16,( -9.1,  100.5),0.0,29.5
16,( -9.1,  100.8),0.0,25.605913207790373
17,( -9.1,  101.1),0.0,29.5
17,( -9.1,  101.6),0.0,29.5
18,( -9.1,  101.9),0.0,29.5
18,( -9.1,  102.3),0.0,27.888636508710356
19,( -9.1,  102.7),0.0,29.311766507677994
20,( -9.1,  103.2),0.0,28.515547075093377
21,( -9.1,  103.5),0.0,28.21297112959895
22,( -9.1,  104.0),0.0,28.61786647300941
23,( -9.0,  104.6),0.0,28.79018142758238
24,( -9.0,  105.0),0.0,29.5
24,( -9.0,  105.6),0.0,28.456973235891628
24,( -9.0,  106.2),0.0,29.5
24,( -9.0,  106.7),0.0,29.5
23,( -9.0,  107.2),0.0,27.907896795968597
23,( -9.0,  107.7),0.0,29.5
22,( -9.0,  108.0),0.0,29.5
21,( -9.0,  108.7),0.0,28.353423621766893
21,( -9.0,  109.2),0.0,29.5
20,( -9.0,  109.6),0.0,26.03304223087347
20,( -9.0,  110.0),0.0,29.5
19,( -9.0,  110.3),0.0,29.5
19,( -9.0,  110.9),0.0,29.04416723131149
19,( -9.0,  111.3),0.0,28.488987790012285
19,( -9.0,  111.6),0.0,27.482049008089156
19,( -9.0,  112.1),0.0,26.75699206692203
19,( -9.0,  112.5),0.0,27.358127857213134
19,( -8.9,  113.0),0.0,27.62348882814719
19,( -8.9,  113.4),0.0,27.31370984432809
19,( -8.9,  113.7),0.0,27.685711924123616
20,( -8.9,  114.2),0.0,26.311326604064327
20,( -8.9,  114.7),0.0,25.95497170007926
21,( -8.9,  115.0),0.0,25.663665280858787
21,( -8.9,  115.5),0.0,22.80801194385282
21,( -8.9,  116.0),0.0,25.157213964393865
21,( -8.9,  116.3),-0.0,22.940757287841656
20,( -8.9,  116.8),-0.10000000149011612,24.722997664707503
20,( -8.9,  117.2),-0.10000000149011612,21.229986540752204
19,( -8.9,  117.7),-0.20000000298023224,27.10661130324263
18,( -8.8,  118.2),-0.20000000298023224,26.666980452448495
18,( -8.8,  118.5),0.0,20.914402703790525
18,( -8.7,  118.8),0.0,27.080897935866062
18,( -8.6,  119.3),0.0,22.026786722501726
18,( -8.6,  119.6),0.0,23.911961790062442
17,( -8.6,  120.0),-0.0,24.94924123041644
17,( -8.5,  120.4),-0.10000000149011612,27.532659676453797
16,( -8.5,  120.8),-0.10000000149011612,24.835342084025992
16,( -8.4,  121.1),-0.10000000149011612,23.724306575697735
15,( -8.4,  121.5),-0.20000000298023224,24.972340645706623
15,( -8.3,  121.6),-0.20000000298023224,20.157777215886064
15,( -8.3,  122.0),-0.30000001192092896,21.665527703914613
14,( -8.1,  122.4),0.0,25.63738914690406
14,( -8.0,  122.7),0.0,22.10524182869871
14,( -8.0,  123.0),0.0,19.25737242038806
14,( -7.9,  123.3),-0.0,22.998980340462424
14,( -7.8,  123.5),-0.0,20.35280463736225
14,( -7.7,  123.9),-0.10000000149011612,22.97593916474346
13,( -7.7,  124.2),-0.10000000149011612,24.029795627412483
13,( -7.6,  124.4),-0.20000000298023224,16.19096714427404
12,( -7.5,  124.7),-0.20000000298023224,22.268322849338762
12,( -7.4,  125.0),-0.20000000298023224,23.044837530822342
12,( -7.3,  125.2),-0.30000001192092896,24.957475257474304
12,( -7.2,  125.5),-0.30000001192092896,20.484149900407736
12,( -7.1,  125.6),-0.4000000059604645,22.55848840386623
12,( -6.9,  125.8),-0.4000000059604645,23.27445848292136
12,( -6.8,  126.0),-0.4000000059604645,21.21167453986817
12,( -6.6,  126.3),-0.5,20.574919352750957
12,( -6.4,  126.5),0.0,21.061847702120325
12,( -6.4,  126.6),0.0,24.25733466554301
13,( -6.1,  126.9),0.0,23.19554699239058
13,( -6.0,  127.0),-0.0,22.133879843363214
12,( -5.8,  127.3),-0.10000000149011612,22.51996203455442
12,( -5.7,  127.5),-0.10000000149011612,21.385914208672357
12,( -5.5,  127.7),-0.10000000149011612,23.905680738574965
11,( -5.4,  128.0),-0.20000000298023224,24.696728529812685
11,( -5.2,  128.1),-0.20000000298023224,22.236287540858626
11,( -5.1,  128.3),-0.30000001192092896,17.00588333212555
11,( -4.9,  128.5),-0.30000001192092896,19.546972548625092
11,( -4.8,  128.7),-0.30000001192092896,17.074382313965685
11,( -4.6,  128.8),-0.4000000059604645,18.969542177096248
11,( -4.4,  129.0),0.0,20.00811169861782
11,( -4.2,  129.1),0.0,22.434440229463682
11,( -4.1,  129.2),0.0,20.492363272449207
11,( -3.9,  129.4),0.0,16.867378292548153
12,( -3.7,  129.6),-0.0,19.760529692015
12,( -3.6,  129.7),-0.10000000149011612,22.378749593270133
17,( -2.0,  131.1),-0.30000001192092896,19.843370406559536
17,( -2.0,  131.1),-0.4000000059604645,23.205218799190117
18,( -1.5,  131.5),-0.4000000059604645,19.191347358112335
18,( -1.1,  131.7),-0.4000000059604645,20.684334755754435
19,( -0.6,  132.0),-0.5,21.42090266257133
20,( -0.2,  132.1),-0.5,21.515385494132943
20,(  0.0,  132.2),-0.5,23.988627941556164
21,(  0.6,  132.3),0.0,22.919916540003598
22,(  1.0,  132.3),0.0,24.826250646302935
23,(  1.5,  132.4),0.0,21.701674579742974
23,(  1.9,  132.6),0.0,22.07305146017321
24,(  2.5,  132.7),0.0,23.525790677916874
23,(  3.0,  132.8),0.0,24.620539161398806
23,(  3.5,  133.0),0.0,24.038422668500626
22,(  3.9,  133.1),-0.0,23.08836016714504
22,(  4.4,  133.2),-0.10000000149011612,25.194845585890285
21,(  4.9,  133.3),-0.10000000149011612,22.880872692883898
20,(  5.4,  133.4),-0.20000000298023224,19.42824812834916
20,(  5.7,  133.5),-0.20000000298023224,22.59858331971881
19,(  6.1,  133.6),-0.20000000298023224,23.268282340957875
19,(  6.5,  133.6),0.0,25.457836452269305
18,(  6.9,  133.6),0.0,23.274215564362837
18,(  7.3,  133.7),0.0,19.67031834295209
18,(  7.6,  133.7),0.0,25.89823984120273
17,(  8.0,  133.7),0.0,26.661433436872905
16,(  8.5,  133.8),-0.0,24.9998976630209
16,(  8.8,  133.8),-0.10000000149011612,21.497742754459807
15,(  9.1,  133.9),-0.10000000149011612,22.688938348273922
15,(  9.4,  133.9),-0.10000000149011612,23.025988761370446
14,(  9.8,  133.9),-0.20000000298023224,25.24487273045161
14,( 10.1,  133.9),-0.20000000298023224,26.696156256113458
13,( 10.4,  133.9),-0.30000001192092896,24.96605975120879
13,( 10.7,  133.9),0.0,27.066779754885964
13,( 11.0,  133.9),0.0,25.34481233652193
13,( 11.3,  133.9),0.0,24.024951137681704
12,( 11.5,  133.9),0.0,23.147391257108037
12,( 11.8,  133.9),0.0,26.786876932408553
12,( 12.0,  133.9),0.0,26.83382941919182
11,( 12.3,  133.9),-0.0,25.632042338208525
11,( 12.5,  133.9),-0.10000000149011612,21.986106634899972
10,( 12.7,  133.9),-0.10000000149011612,21.74696200859058
10,( 12.9,  133.9),0.0,23.130114253931684
10,( 13.2,  133.9),0.0,26.050373397880207
10,( 13.4,  133.9),0.0,28.18397841139536
10,( 13.6,  133.9),0.0,29.5
9,( 13.8,  133.9),0.0,24.792240268011472
9,( 14.0,  133.9),0.0,29.431311352053
9,( 14.3,  133.9),-0.0,28.57753559844078
8,( 14.4,  133.9),-0.10000000149011612,27.818882626097427
8,( 14.6,  133.9),0.0,25.743204196522477
8,( 14.8,  133.9),0.0,25.229811631397244
8,( 14.9,  133.9),0.0,27.217750111747424
8,( 15.1,  133.8),0.0,25.34252593447966
8,( 15.3,  133.8),0.0,26.666178850231855
9,( 15.6,  133.8),0.0,25.67345433937741
9,( 15.7,  133.8),0.0,27.990348210011586
9,( 15.9,  133.8),-0.0,25.71475593266826
10,( 16.1,  133.8),-0.10000000149011612,27.11252267502325
10,( 16.3,  133.8),-0.10000000149011612,26.589293047317963
11,( 16.6,  133.8),0.0,25.994505935630624
11,( 16.9,  133.8),0.0,26.22972964256496
12,( 17.1,  133.8),0.0,25.018061863414687
13,( 17.4,  133.8),0.0,29.47363884129137
14,( 17.7,  133.8),0.0,26.043020495011778
15,( 18.0,  133.8),0.0,28.018568757905822
15,( 18.3,  133.7),0.0,25.187618443924347
16,( 18.6,  133.7),0.0,29.5
18,( 19.0,  133.7),0.0,26.140305193280508
19,( 19.4,  133.7),0.0,29.38403920742337
20,( 19.8,  133.7),0.0,24.5923949858248
21,( 20.2,  133.7),0.0,27.35510949221804
22,( 20.7,  133.7),0.0,29.5
23,( 21.3,  133.6),0.0,28.8487781899425
24,( 21.8,  133.6),0.0,28.400955951216936
25,( 22.3,  133.6),0.0,29.5
26,( 22.8,  133.6),0.0,24.843413189542645
27,( 23.5,  133.6),0.0,26.884536724198963
28,( 24.1,  133.6),0.0,28.466036802124684
29,( 24.8,  133.5),0.0,24.424429365179037
30,( 25.3,  133.5),0.0,29.315915291918238
31,( 26.0,  133.5),0.0,29.5
31,( 26.7,  133.5),0.0,29.5
31,( 27.3,  133.5),0.0,29.5
30,( 28.1,  133.4),0.0,27.838914067346813
30,( 28.5,  133.4),0.0,26.87045874564277
29,( 29.4,  133.4),0.0,29.5
28,( 30.0,  133.4),0.0,26.52672828614929
28,( 30.6,  133.4),0.0,28.250729110580572
27,( 31.1,  133.3),0.0,29.5
26,( 31.8,  133.3),0.0,29.5
25,( 32.4,  133.3),0.0,28.327050557949082
25,( 32.9,  133.3),0.0,29.5
24,( 33.4,  133.3),0.0,29.5
24,( 33.9,  133.3),0.0,29.5
23,( 34.4,  133.3),0.0,26.627949395539748
23,( 34.8,  133.2),0.0,29.168482603970375
23,( 35.3,  133.2),0.0,29.5
23,( 36.0,  133.2),0.0,29.5
23,( 36.4,  133.2),0.0,29.34880656595074
23,( 36.9,  133.2),0.0,29.5
23,( 37.4,  133.2),0.0,27.64344588674324
23,( 37.9,  133.2),0.0,29.5
24,( 38.6,  133.2),0.0,29.5
24,( 39.1,  133.2),0.0,29.5
25,( 39.6,  133.1),0.0,28.15524139185776
26,( 40.1,  133.1),0.0,29.0983068281316
26,( 40.6,  133.1),0.0,29.397770146941706
27,( 41.4,  133.1),0.0,25.176974434375275
28,( 42.0,  133.1),0.0,28.67712638308443
29,( 42.3,  133.1),0.0,28.197841601832298
30,( 43.2,  133.1),0.0,23.448798700762453
31,( 43.8,  133.1),0.0,29.5
31,( 44.4,  133.1),0.0,26.732939069596537
32,( 45.0,  133.1),0.0,29.5
34,( 45.9,  133.1),0.0,29.145800111791118
35,( 46.7,  133.1),-0.0,28.19640917520227
35,( 47.1,  133.1),0.0,26.18996942704522
35,( 47.1,  133.1),0.0,29.5
35,( 47.1,  133.1),0.0,28.265102266546307
35,( 47.1,  133.1),0.0,29.5
35,( 47.1,  133.1),0.0,26.51374894288691
39,( 50.6,  133.0),0.0,28.762995037313196
39,( 51.8,  133.0),0.0,28.820580205750108
38,( 53.1,  133.0),0.0,29.32374130381309
38,( 53.1,  133.0),0.0,29.5
37,( 54.7,  133.0),0.0,29.5
36,( 55.5,  133.0),0.0,29.5
35,( 56.4,  133.0),0.0,29.5
34,( 57.0,  133.0),0.0,27.966205537850012
33,( 57.9,  133.0),0.0,29.5
32,( 58.6,  133.0),0.0,29.48931259614375
31,( 59.3,  133.0),0.0,29.5
30,( 59.9,  133.0),0.0,29.5
29,( 60.6,  132.9),0.0,27.535039521249818
29,( 61.2,  132.9),0.0,25.165597572314795
28,( 61.9,  132.9),0.0,28.070799536379614
28,( 62.4,  132.9),0.0,28.122192767558705
27,( 63.1,  132.9),0.0,29.026525921694297
27,( 63.7,  132.9),0.0,29.221450965455432
27,( 64.0,  132.9),0.0,29.48982486163679
27,( 64.7,  132.9),0.0,29.302753879986046
27,( 65.5,  132.9),0.0,28.217917512006228
27,( 66.0,  132.9),0.0,28.069044497164178
27,( 66.6,  132.9),0.0,29.5
28,( 67.2,  132.9),0.0,29.5
28,( 67.9,  132.9),0.0,29.5
28,( 68.5,  132.9),0.0,29.5
29,( 69.1,  132.9),0.0,29.5
29,( 69.6,  132.9),0.0,27.010833836959097
28,( 70.4,  132.8),0.0,29.392176420536057
27,( 71.0,  132.8),0.0,29.5
27,( 71.5,  132.8),0.0,29.5
26,( 72.1,  132.8),0.0,29.5
26,( 72.6,  132.8),0.0,29.5
25,( 73.1,  132.8),0.0,26.828336954628018
24,( 73.7,  132.8),0.0,29.5
24,( 74.3,  132.8),0.0,28.815548610060127
23,( 74.8,  132.8),0.0,26.08467518798571
23,( 75.2,  132.8),0.0,27.603902866545464
23,( 75.8,  132.8),0.0,29.020760944219496
23,( 76.3,  132.8),0.0,28.68260321562238
23,( 76.8,  132.8),0.0,27.415449964020222
23,( 77.2,  132.8),0.0,29.5
23,( 77.9,  132.8),0.0,28.57532029640861
23,( 78.3,  132.8),0.0,29.499554237106068
23,( 78.8,  132.8),0.0,24.698002563465703
24,( 79.2,  132.8),0.0,29.5
24,( 79.8,  132.8),0.0,29.5
25,( 80.4,  132.8),0.0,28.175245911801063
26,( 80.9,  132.7),0.0,29.5
26,( 81.4,  132.7),0.0,28.395124157680605
27,( 81.9,  132.7),0.0,29.5
28,( 82.7,  132.7),0.0,28.681644834316003
29,( 83.4,  132.7),0.0,29.5
30,( 83.9,  132.7),0.0,29.5
31,( 84.8,  132.7),0.0,29.5
31,( 85.4,  132.7),0.0,27.69722913398
31,( 86.0,  132.7),0.0,29.5
31,( 86.8,  132.7),0.0,27.584956517444144
30,( 87.4,  132.7),0.0,29.009304935690732
29,( 88.2,  132.7),0.0,28.358820758130577
29,( 88.6,  132.7),0.0,29.5
28,( 89.2,  132.7),0.0,25.91640736958503
27,( 89.9,  132.7),0.0,29.44793473274916
26,( 90.4,  132.7),0.0,29.5
25,( 90.9,  132.6),0.0,29.5
25,( 91.5,  132.6),0.0,27.06416918862776
24,( 92.1,  132.6),0.0,29.5
23,( 92.6,  132.6),0.0,23.386328987383898
23,( 93.0,  132.6),0.0,24.96661057729851
22,( 93.7,  132.6),0.0,25.306079016248834
22,( 94.1,  132.6),0.0,28.94256452625687
22,( 94.5,  132.6),0.0,26.55461546032195
21,( 95.1,  132.6),0.0,26.508187217590955
21,( 95.6,  132.6),0.0,24.110676148277307
21,( 96.0,  132.6),0.0,25.788064338024224
20,( 96.5,  132.6),0.0,26.37942140618795
20,( 96.8,  132.6),-0.0,24.779244048726078
19,( 97.3,  132.6),-0.10000000149011612,22.811415897138687
19,( 97.5,  132.6),-0.10000000149011612,25.95506420885895
18,( 98.1,  132.6),0.0,28.139941996420255
17,( 98.5,  132.5),0.0,26.97331856940644
17,( 98.8,  132.5),0.0,29.5
16,( 99.3,  132.5),0.0,28.1123047911287
16,( 99.6,  132.5),0.0,24.959629387096694
15,( 99.9,  132.5),0.0,28.02809845016962
15,( 100.3,  132.5),0.0,29.34617374745155
14,( 100.4,  132.5),-0.0,29.018965165510238
14,( 100.8,  132.5),-0.0,24.38866094826106
13,( 101.1,  132.5),-0.10000000149011612,28.556450341762456
13,( 101.4,  132.4),0.0,27.006624286642882
12,( 101.6,  132.4),0.0,29.216957805889002
12,( 102.0,  132.4),0.0,27.332353968214242
12,( 102.2,  132.4),0.0,29.342246295044852
12,( 102.4,  132.4),0.0,27.3587903757658
12,( 102.7,  132.4),0.0,29.5
12,( 103.0,  132.4),0.0,29.5
12,( 103.2,  132.4),0.0,29.32106917879354
12,( 103.5,  132.4),0.0,29.5
13,( 103.9,  132.3),0.0,28.001052706038042
13,( 104.0,  132.3),0.0,27.948117456579816
13,( 104.4,  132.3),0.0,29.5
14,( 104.6,  132.3),0.0,28.149948710389246
14,( 105.0,  132.3),0.0,29.49771876762448
15,( 105.2,  132.3),0.0,29.5
16,( 105.6,  132.3),0.0,29.5
17,( 106.0,  132.3),0.0,27.135779664639013
17,( 106.3,  132.2),0.0,24.04598415572927
18,( 106.8,  132.2),0.0,28.260570844028344
19,( 107.2,  132.2),0.0,27.854019102740452
20,( 107.5,  132.2),0.0,26.98132375031014
21,( 108.1,  132.2),0.0,26.734279958312726
22,( 108.5,  132.2),0.0,29.5
23,( 109.0,  132.1),0.0,28.116732834138567
24,( 109.5,  132.1),0.0,25.355440283268955
26,( 110.2,  132.1),0.0,29.11736299869263
26,( 110.6,  132.1),0.0,29.06589904549111
27,( 110.8,  132.1),0.0,24.85756225068785
27,( 110.8,  132.1),0.0,28.88549872862873
27,( 110.8,  132.1),0.0,29.5
27,( 110.8,  132.1),0.0,26.916407180261036
27,( 110.8,  132.1),0.0,27.982871999264994
28,( 111.8,  132.0),0.10000000149011612,29.5
33,( 114.9,  131.9),0.0,25.396105114724598
33,( 115.1,  131.9),0.0,29.5
36,( 117.1,  131.8),0.0,26.397232650519083
36,( 117.7,  131.8),0.0,29.5
37,( 118.8,  131.8),0.0,24.336973534863066
37,( 119.5,  131.8),0.0,27.112810075713895
37,( 120.2,  131.8),0.0,27.898329185032527
36,( 121.1,  131.8),0.0,25.54334329038888
35,( 121.8,  131.8),0.0,25.263008978671074
34,( 122.7,  131.7),0.0,25.34820161317164
33,( 123.5,  131.7),0.0,25.217682945048907
33,( 124.1,  131.7),0.0,29.21245280011641
32,( 124.8,  131.7),-0.0,28.608982711458093
31,( 125.4,  131.7),-0.10000000149011612,27.15617947760108
30,( 126.1,  131.7),-0.10000000149011612,28.932666682923603
29,( 126.7,  131.6),0.0,29.5
28,( 127.4,  131.6),0.0,24.76868365276405
27,( 128.0,  131.6),0.0,25.525566009604137
26,( 128.5,  131.5),0.0,28.71203104724468
25,( 129.2,  131.5),0.0,27.68281605089564
24,( 129.6,  131.4),0.0,25.139975904809752
23,( 130.3,  131.4),-0.0,24.69049313576229
23,( 130.8,  131.4),-0.10000000149011612,24.137955557640982
22,( 131.3,  131.3),-0.10000000149011612,24.262115733253022
21,( 131.5,  131.3),0.0,25.352459164799125
20,( 132.0,  131.2),0.0,26.370275502441544
20,( 132.6,  131.2),0.0,24.677245195501385
19,( 132.9,  131.1),0.0,22.98905286568962
19,( 133.4,  131.1),0.0,28.100445012008212
18,( 133.8,  131.1),0.0,25.343492586483322
17,( 134.2,  131.0),-0.0,26.63159018264641
17,( 134.4,  131.0),-0.0,26.038738109188877
16,( 134.9,  130.9),-0.10000000149011612,25.451696488787817
15,( 135.2,  130.9),-0.10000000149011612,29.5
15,( 135.6,  130.8),-0.20000000298023224,22.348571068119398
15,( 135.8,  130.8),-0.20000000298023224,26.503206000732078
14,( 136.2,  130.7),0.0,24.45510724106936
14,( 136.5,  130.6),0.0,24.24949085701971
14,( 136.8,  130.6),0.0,26.350886012931532
14,( 137.1,  130.5),0.0,27.14076782385616
14,( 137.4,  130.5),0.0,24.936919941705856
14,( 137.7,  130.4),0.0,24.84526183528373
14,( 137.9,  130.4),0.0,25.627914822206776
15,( 138.3,  130.3),0.0,24.44968624058002
15,( 138.5,  130.3),0.0,26.273264291323606
15,( 138.8,  130.2),-0.0,23.225285758848447
16,( 139.2,  130.1),-0.10000000149011612,23.522004973858973
17,( 139.6,  130.1),-0.10000000149011612,24.66062268786903
17,( 139.9,  130.0),0.0,24.165676283160323
18,( 140.4,  129.9),0.0,23.5826219194013
19,( 140.7,  129.8),0.0,28.34147721465339
20,( 141.2,  129.7),0.0,21.76543955573687
20,( 141.6,  129.6),0.0,27.341881946543538
20,( 142.0,  129.6),-0.0,25.73460157192648
19,( 142.5,  129.4),-0.10000000149011612,22.46023839711835
19,( 142.9,  129.4),-0.10000000149011612,28.153556124154413
19,( 143.2,  129.3),-0.10000000149011612,26.617856876720232
18,( 143.6,  129.2),-0.20000000298023224,24.770342478701554
18,( 144.0,  129.0),-0.20000000298023224,22.256951946051608
17,( 144.3,  128.9),-0.20000000298023224,20.5562853021457
17,( 144.7,  128.8),0.0,22.294844586654726
17,( 145.1,  128.6),0.0,24.311013191799915
16,( 145.4,  128.5),0.0,24.33674838556379
16,( 145.7,  128.4),0.0,24.50824175809646
15,( 146.1,  128.3),-0.0,27.23601080714697
15,( 146.4,  128.2),-0.10000000149011612,24.832989975720352
14,( 146.6,  128.1),-0.10000000149011612,21.570936685121048
14,( 146.9,  128.0),-0.20000000298023224,25.840498365324002
14,( 147.3,  127.8),-0.20000000298023224,22.464642856091263
13,( 147.5,  127.7),-0.20000000298023224,23.27191479955473
13,( 147.7,  127.6),-0.30000001192092896,25.47518559893144
13,( 148.0,  127.4),0.0,26.276449661139967
13,( 148.1,  127.3),0.0,25.851459845341363
12,( 148.5,  127.2),0.0,23.101975419706697
12,( 148.7,  127.1),0.0,24.669574977376943
