14,(-10.0,  42.8),0.0,29.5
14,(-10.0,  43.0),0.0,29.42752891993383
15,(-10.0,  43.3),0.0,29.5
17,(-10.0,  43.8),0.0,26.14874999099247
18,(-10.0,  44.2),0.0,28.92920617189231
19,(-10.0,  44.6),0.0,29.26563644281901
20,(-10.0,  45.0),0.0,29.07597234877132
22,(-10.0,  45.6),0.0,29.340657956803366
23,(-10.0,  46.1),-0.0,28.65191962648433
24,(-10.0,  46.5),0.0,26.509817733579574
25,(-10.0,  47.0),0.0,27.548615938404577
26,(-10.0,  47.7),0.0,29.075361808195456
27,(-10.0,  48.2),0.0,29.5
27,(-10.0,  48.8),0.0,29.5
27,( -9.9,  49.3),0.0,26.117067565107483
27,( -9.9,  49.7),0.0,26.184239603954556
26,( -9.9,  50.4),0.0,29.329414465049492
26,( -9.9,  51.0),-0.0,29.5
25,( -9.9,  51.7),-0.0,24.950147277339173
24,( -9.9,  52.2),-0.10000000149011612,29.5
23,( -9.9,  52.7),-0.10000000149011612,28.34346612059709
23,( -9.9,  53.3),0.0,28.90580301454062
22,( -9.9,  53.6),0.0,27.455864738943372
21,( -9.8,  54.1),0.0,25.06291776972874
20,( -9.8,  54.8),0.0,27.786571008211794
20,( -9.8,  55.2),0.0,29.5
19,( -9.8,  55.5),0.0,29.5
18,( -9.7,  55.9),0.0,29.5
18,( -9.7,  56.3),0.0,28.088083952676563
17,( -9.7,  56.7),0.0,29.5
17,( -9.7,  57.0),0.0,26.805088846803425
16,( -9.7,  57.3),0.0,28.821411459060645
16,( -9.7,  57.8),0.0,25.40593209349068
15,( -9.6,  58.1),0.0,28.51193561797217
15,( -9.6,  58.4),0.0,24.407889768275602
15,( -9.6,  58.6),0.0,22.845429287116012
15,( -9.6,  59.0),0.0,23.69915760124318
14,( -9.6,  59.4),0.0,22.943599257806056
14,( -9.6,  59.7),0.0,23.35702297295411
13,( -9.6,  60.0),0.0,25.030017116318827
13,( -9.6,  60.3),0.0,26.309272341024194
12,( -9.5,  60.6),0.10000000149011612,26.376302168759192
12,( -9.5,  60.8),0.10000000149011612,26.26632173164807
12,( -9.5,  61.0),0.20000000298023224,26.739000207868155
11,( -9.5,  61.4),0.0,29.5
